t_dat,customer_id,article_id,price
2020-10-19,U00207,1000196,60.46
2020-01-18,U00133,1000139,89.03
2020-09-16,U00334,1000198,18.97
2020-07-08,U00456,1000197,60.42
2020-05-05,U00237,1000128,52.98
2020-07-12,U00257,1000002,67.29
2020-10-22,U00084,1000193,53.33
2020-08-06,U00091,1000144,94.18
2020-11-28,U00495,1000037,74.18
2020-08-12,U00020,1000056,76.58
2020-04-03,U00135,1000094,27.0
2020-11-07,U00265,1000092,41.48
2020-08-02,U00020,1000166,35.46
2020-12-17,U00324,1000070,83.48
2020-05-19,U00278,1000145,21.34
2020-11-13,U00187,1000150,66.41
2020-02-17,U00128,1000096,96.43
2020-04-17,U00207,1000090,81.82
2020-06-16,U00405,1000123,88.39
2020-01-17,U00451,1000035,46.35
2020-04-03,U00263,1000164,31.4
2020-03-06,U00080,1000092,61.59
2020-02-22,U00117,1000106,81.25
2020-12-04,U00246,1000172,50.01
2020-04-19,U00082,1000165,83.34
2020-01-08,U00022,1000032,58.91
2020-03-05,U00322,1000131,8.68
2020-10-05,U00028,1000042,29.28
2020-03-17,U00490,1000103,61.34
2020-10-21,U00009,1000184,73.43
2020-05-03,U00110,1000114,62.01
2020-08-28,U00246,1000043,25.62
2020-07-20,U00073,1000149,82.12
2020-03-20,U00337,1000130,29.86
2020-12-22,U00175,1000116,61.07
2020-02-08,U00193,1000098,17.43
2020-01-07,U00267,1000129,69.33
2020-03-20,U00049,1000045,49.73
2020-10-20,U00019,1000136,52.31
2020-02-03,U00246,1000168,17.25
2020-10-18,U00423,1000000,89.32
2020-11-21,U00220,1000133,44.54
2020-01-23,U00271,1000109,26.57
2020-08-26,U00393,1000097,37.95
2020-12-25,U00428,1000178,59.16
2020-07-05,U00130,1000122,76.99
2020-02-10,U00306,1000139,43.41
2020-04-01,U00363,1000190,79.21
2020-10-17,U00060,1000133,5.68
2020-11-07,U00352,1000080,43.43
2020-02-05,U00218,1000166,60.02
2020-05-28,U00274,1000108,58.08
2020-10-09,U00348,1000101,75.97
2020-07-18,U00401,1000142,50.35
2020-06-18,U00284,1000123,28.86
2020-05-19,U00176,1000198,71.32
2020-12-05,U00437,1000168,16.19
2020-04-15,U00400,1000179,94.23
2020-02-07,U00260,1000102,78.89
2020-09-20,U00356,1000175,71.44
2020-03-13,U00493,1000162,5.5
2020-02-27,U00074,1000120,92.03
2020-07-03,U00032,1000067,25.85
2020-02-20,U00019,1000185,41.13
2020-07-20,U00335,1000133,31.93
2020-10-02,U00484,1000198,82.1
2020-11-16,U00224,1000002,23.96
2020-11-26,U00265,1000073,23.31
2020-10-17,U00264,1000178,26.78
2020-03-22,U00018,1000092,27.49
2020-01-06,U00044,1000070,78.29
2020-06-22,U00202,1000103,60.09
2020-09-01,U00377,1000180,11.45
2020-02-18,U00145,1000185,83.0
2020-10-12,U00177,1000070,26.27
2020-04-15,U00476,1000103,59.04
2020-05-06,U00208,1000129,15.01
2020-02-17,U00150,1000087,94.02
2020-09-09,U00448,1000137,81.44
2020-10-09,U00355,1000113,95.81
2020-10-16,U00394,1000062,76.2
2020-08-22,U00235,1000150,86.03
2020-08-04,U00132,1000017,40.97
2020-04-22,U00359,1000058,80.22
2020-07-12,U00264,1000137,5.91
2020-05-08,U00147,1000023,42.5
2020-12-27,U00175,1000019,57.13
2020-03-16,U00160,1000090,25.55
2020-10-09,U00093,1000191,69.21
2020-04-16,U00377,1000051,27.08
2020-04-28,U00135,1000052,26.55
2020-04-27,U00316,1000091,19.66
2020-02-04,U00471,1000020,68.53
2020-11-16,U00314,1000001,76.84
2020-09-02,U00434,1000123,39.89
2020-06-16,U00459,1000147,86.66
2020-08-06,U00391,1000130,31.35
2020-04-25,U00295,1000032,10.09
2020-07-16,U00481,1000138,8.06
2020-06-13,U00440,1000175,77.93
2020-08-04,U00357,1000132,48.25
2020-12-01,U00006,1000172,24.81
2020-10-04,U00166,1000092,62.6
2020-05-06,U00280,1000067,27.29
2020-08-20,U00175,1000093,22.29
2020-07-07,U00214,1000179,75.71
2020-06-28,U00205,1000071,47.37
2020-10-05,U00294,1000175,26.49
2020-02-24,U00138,1000060,57.2
2020-07-07,U00074,1000189,19.06
2020-01-06,U00215,1000127,17.64
2020-11-17,U00273,1000184,34.68
2020-08-10,U00128,1000143,85.7
2020-01-13,U00050,1000176,20.35
2020-04-27,U00130,1000121,83.86
2020-02-15,U00381,1000085,29.42
2020-06-18,U00285,1000065,37.35
2020-07-04,U00179,1000173,95.53
2020-04-19,U00294,1000166,66.02
2020-03-25,U00145,1000090,35.56
2020-09-16,U00396,1000188,47.01
2020-02-13,U00314,1000073,48.59
2020-03-28,U00085,1000163,80.93
2020-06-14,U00323,1000156,58.73
2020-02-03,U00082,1000087,26.45
2020-06-21,U00149,1000181,30.14
2020-11-13,U00138,1000113,78.41
2020-06-24,U00300,1000133,95.76
2020-07-06,U00094,1000005,16.75
2020-04-22,U00128,1000190,70.87
2020-02-07,U00085,1000101,14.68
2020-02-16,U00280,1000013,7.48
2020-07-17,U00391,1000021,14.77
2020-10-05,U00043,1000167,92.57
2020-07-10,U00117,1000063,74.33
2020-08-21,U00064,1000033,54.51
2020-03-01,U00017,1000169,38.54
2020-06-28,U00243,1000119,96.65
2020-09-09,U00280,1000113,17.7
2020-12-18,U00090,1000151,61.17
2020-11-24,U00325,1000144,45.89
2020-11-21,U00273,1000079,90.44
2020-08-18,U00116,1000022,46.53
2020-06-14,U00133,1000039,33.54
2020-01-17,U00417,1000194,84.71
2020-06-10,U00240,1000136,5.78
2020-08-25,U00244,1000076,5.86
2020-07-26,U00149,1000152,26.73
2020-01-18,U00191,1000048,43.7
2020-09-14,U00202,1000063,20.35
2020-12-21,U00199,1000096,25.74
2020-02-14,U00320,1000061,53.56
2020-10-26,U00355,1000175,30.56
2020-11-24,U00272,1000068,43.81
2020-02-06,U00069,1000074,15.37
2020-08-20,U00231,1000069,70.84
2020-08-07,U00164,1000004,19.3
2020-09-01,U00095,1000026,31.52
2020-03-23,U00224,1000186,5.77
2020-02-05,U00007,1000126,25.42
2020-07-10,U00402,1000127,98.81
2020-08-23,U00405,1000008,36.04
2020-03-02,U00136,1000198,41.89
2020-09-16,U00092,1000049,89.2
2020-05-27,U00195,1000003,16.46
2020-12-08,U00197,1000197,96.65
2020-04-24,U00017,1000050,48.32
2020-02-17,U00340,1000053,49.45
2020-11-10,U00479,1000082,19.91
2020-12-02,U00381,1000140,53.97
2020-05-16,U00326,1000076,23.68
2020-01-28,U00341,1000055,96.49
2020-04-21,U00222,1000083,6.42
2020-05-19,U00061,1000101,79.18
2020-01-02,U00297,1000176,49.68
2020-10-05,U00190,1000197,13.41
2020-03-16,U00046,1000175,63.15
2020-11-02,U00030,1000091,65.59
2020-12-18,U00405,1000027,16.83
2020-04-11,U00285,1000165,76.13
2020-08-24,U00098,1000005,69.79
2020-06-24,U00068,1000064,89.47
2020-08-23,U00224,1000143,32.7
2020-12-16,U00097,1000145,22.54
2020-06-11,U00374,1000119,30.88
2020-10-28,U00283,1000041,11.47
2020-03-15,U00151,1000067,55.91
2020-08-01,U00397,1000163,52.56
2020-12-06,U00452,1000004,63.26
2020-06-25,U00317,1000061,35.15
2020-02-22,U00495,1000137,81.99
2020-04-17,U00349,1000127,76.98
2020-03-20,U00144,1000082,43.52
2020-06-04,U00049,1000133,66.94
2020-01-27,U00480,1000033,21.79
2020-01-07,U00054,1000124,23.01
2020-01-19,U00328,1000099,66.84
2020-09-20,U00359,1000151,29.06
2020-06-08,U00310,1000183,11.66
2020-04-21,U00251,1000020,49.0
2020-11-02,U00184,1000142,74.89
2020-07-27,U00188,1000181,10.48
2020-10-09,U00270,1000010,74.02
2020-05-03,U00483,1000055,95.3
2020-02-04,U00371,1000059,54.98
2020-04-07,U00269,1000168,28.38
2020-11-06,U00285,1000191,57.47
2020-12-04,U00392,1000163,59.2
2020-11-15,U00359,1000170,45.15
2020-02-06,U00405,1000046,56.7
2020-09-11,U00336,1000040,55.19
2020-10-15,U00477,1000090,89.83
2020-09-11,U00432,1000095,43.76
2020-11-14,U00422,1000185,35.4
2020-04-19,U00279,1000054,40.26
2020-09-24,U00130,1000092,95.4
2020-08-13,U00000,1000185,8.26
2020-05-20,U00008,1000132,17.7
2020-05-01,U00153,1000056,25.19
2020-06-01,U00395,1000176,82.3
2020-09-17,U00284,1000146,92.04
2020-03-04,U00019,1000117,38.43
2020-03-09,U00187,1000149,28.49
2020-05-26,U00153,1000023,58.63
2020-10-07,U00375,1000019,73.02
2020-08-06,U00249,1000176,71.07
2020-02-20,U00328,1000076,8.51
2020-10-13,U00040,1000199,10.26
2020-06-12,U00450,1000111,44.15
2020-02-28,U00394,1000058,75.28
2020-10-01,U00324,1000199,64.43
2020-01-10,U00268,1000010,35.02
2020-10-05,U00167,1000128,70.59
2020-03-02,U00344,1000187,98.75
2020-08-25,U00304,1000147,52.44
2020-04-14,U00148,1000100,18.91
2020-06-03,U00243,1000146,75.06
2020-09-13,U00134,1000021,42.46
2020-07-25,U00357,1000033,76.63
2020-08-18,U00101,1000124,42.16
2020-10-07,U00287,1000157,98.73
2020-09-08,U00124,1000018,30.03
2020-07-11,U00350,1000147,13.42
2020-11-14,U00216,1000093,37.74
2020-06-12,U00304,1000167,7.28
2020-05-06,U00179,1000157,82.23
2020-08-20,U00074,1000112,9.22
2020-04-07,U00350,1000095,19.66
2020-12-28,U00043,1000028,74.52
2020-04-20,U00474,1000037,86.66
2020-05-01,U00175,1000177,80.6
2020-05-15,U00241,1000005,36.2
2020-12-18,U00108,1000052,56.36
2020-05-18,U00247,1000159,73.61
2020-03-23,U00357,1000171,6.73
2020-10-22,U00269,1000011,29.01
2020-01-10,U00102,1000178,63.09
2020-01-15,U00335,1000002,11.26
2020-11-09,U00339,1000168,38.86
2020-02-01,U00149,1000166,41.33
2020-07-17,U00363,1000025,89.96
2020-08-28,U00305,1000136,13.27
2020-04-17,U00494,1000117,57.7
2020-12-01,U00020,1000063,91.69
2020-05-11,U00250,1000100,74.97
2020-01-12,U00350,1000090,38.41
2020-05-08,U00256,1000070,81.32
2020-11-09,U00449,1000099,88.7
2020-01-18,U00485,1000071,26.2
2020-06-13,U00336,1000035,13.25
2020-07-17,U00491,1000173,62.57
2020-11-22,U00116,1000106,27.59
2020-03-14,U00496,1000079,90.52
2020-06-15,U00277,1000033,24.44
2020-03-19,U00277,1000175,80.21
2020-03-10,U00352,1000180,89.47
2020-03-14,U00465,1000197,18.64
2020-10-06,U00162,1000017,57.39
2020-12-04,U00094,1000081,83.92
2020-03-24,U00015,1000195,34.96
2020-07-14,U00155,1000113,75.09
2020-11-24,U00140,1000038,78.24
2020-02-05,U00094,1000006,76.67
2020-10-20,U00136,1000155,58.3
2020-04-20,U00118,1000059,69.61
2020-06-03,U00352,1000199,49.8
2020-09-28,U00309,1000120,71.93
2020-06-06,U00436,1000099,51.2
2020-03-06,U00098,1000057,8.03
2020-01-09,U00486,1000105,25.92
2020-11-07,U00387,1000052,11.22
2020-08-28,U00315,1000125,69.66
2020-08-08,U00218,1000103,77.96
2020-10-24,U00422,1000097,72.7
2020-07-20,U00480,1000190,58.76
2020-09-17,U00328,1000180,78.97
2020-09-04,U00231,1000116,82.74
2020-01-08,U00265,1000137,42.19
2020-12-02,U00285,1000099,53.52
2020-11-02,U00097,1000074,46.32
2020-05-25,U00423,1000073,48.37
2020-07-10,U00313,1000013,69.86
2020-03-15,U00424,1000165,47.46
2020-12-17,U00057,1000046,78.2
2020-12-18,U00069,1000100,43.87
2020-08-01,U00091,1000116,60.49
2020-12-07,U00451,1000116,13.48
2020-06-23,U00332,1000182,79.87
2020-12-24,U00063,1000023,15.73
2020-08-21,U00185,1000021,54.24
2020-07-24,U00405,1000130,62.53
2020-03-13,U00281,1000097,9.13
2020-03-11,U00289,1000168,86.09
2020-03-28,U00074,1000045,77.3
2020-01-14,U00157,1000079,73.64
2020-08-10,U00320,1000046,16.05
2020-03-07,U00001,1000159,76.95
2020-01-15,U00254,1000127,56.09
2020-01-20,U00451,1000126,27.36
2020-10-22,U00243,1000116,43.55
2020-02-20,U00307,1000001,28.0
2020-09-09,U00317,1000160,57.41
2020-04-02,U00094,1000037,10.18
2020-06-02,U00074,1000008,67.7
2020-10-10,U00169,1000022,9.61
2020-07-06,U00082,1000172,31.73
2020-11-23,U00358,1000152,58.79
2020-09-06,U00494,1000116,75.44
2020-06-02,U00047,1000196,33.13
2020-06-13,U00419,1000017,76.29
2020-09-03,U00149,1000120,17.65
2020-12-28,U00140,1000084,54.54
2020-09-07,U00356,1000053,62.53
2020-02-19,U00373,1000161,54.72
2020-02-16,U00370,1000176,61.85
2020-12-10,U00218,1000155,84.69
2020-05-17,U00294,1000159,38.26
2020-03-20,U00288,1000127,53.85
2020-11-16,U00252,1000046,88.06
2020-04-23,U00148,1000049,5.15
2020-01-15,U00320,1000030,74.32
2020-04-26,U00315,1000106,43.92
2020-06-12,U00286,1000163,24.96
2020-11-07,U00353,1000072,28.92
2020-02-10,U00153,1000129,56.7
2020-01-04,U00351,1000085,37.09
2020-12-19,U00315,1000007,83.21
2020-04-11,U00426,1000086,91.69
2020-08-16,U00408,1000009,65.69
2020-08-05,U00321,1000117,88.85
2020-09-11,U00236,1000105,92.21
2020-01-27,U00266,1000076,58.1
2020-11-11,U00284,1000137,6.76
2020-10-22,U00169,1000090,11.22
2020-03-09,U00430,1000007,36.88
2020-07-21,U00273,1000042,58.67
2020-07-06,U00304,1000029,86.27
2020-05-23,U00439,1000080,71.72
2020-05-14,U00044,1000127,87.44
2020-06-15,U00424,1000077,25.32
2020-05-06,U00057,1000095,78.78
2020-04-03,U00227,1000129,7.34
2020-08-17,U00078,1000048,36.97
2020-08-24,U00447,1000134,34.17
2020-06-05,U00393,1000025,82.28
2020-09-22,U00067,1000052,73.11
2020-08-13,U00365,1000133,15.89
2020-05-02,U00351,1000152,86.96
2020-06-15,U00455,1000011,14.69
2020-11-24,U00159,1000005,59.29
2020-05-21,U00456,1000053,35.16
2020-04-10,U00141,1000136,35.0
2020-08-22,U00060,1000069,19.04
2020-05-04,U00007,1000159,57.6
2020-02-07,U00277,1000089,56.64
2020-05-05,U00482,1000180,80.58
2020-10-08,U00087,1000018,34.27
2020-06-18,U00227,1000012,17.23
2020-08-22,U00025,1000027,41.06
2020-02-14,U00200,1000045,71.24
2020-10-21,U00428,1000176,70.74
2020-10-12,U00159,1000085,81.84
2020-12-25,U00343,1000136,12.38
2020-08-19,U00067,1000023,81.41
2020-12-15,U00049,1000116,34.18
2020-11-23,U00392,1000119,49.23
2020-04-05,U00440,1000157,29.26
2020-06-13,U00093,1000179,91.22
2020-06-26,U00440,1000083,47.61
2020-01-03,U00243,1000028,38.04
2020-08-28,U00087,1000072,77.19
2020-10-19,U00065,1000130,14.68
2020-12-26,U00054,1000083,57.28
2020-02-26,U00154,1000136,48.33
2020-10-14,U00122,1000158,27.91
2020-03-16,U00196,1000016,37.03
2020-12-19,U00220,1000111,58.32
2020-06-18,U00355,1000060,21.27
2020-11-03,U00378,1000182,58.97
2020-08-04,U00303,1000152,48.51
2020-09-04,U00420,1000113,21.56
2020-07-03,U00306,1000027,69.44
2020-10-25,U00419,1000097,35.78
2020-11-22,U00031,1000023,25.46
2020-03-19,U00462,1000193,64.8
2020-01-25,U00075,1000169,19.03
2020-09-10,U00199,1000157,59.33
2020-04-07,U00348,1000081,33.18
2020-11-10,U00470,1000111,72.47
2020-06-03,U00298,1000002,62.48
2020-09-13,U00433,1000032,85.14
2020-01-12,U00461,1000140,95.98
2020-01-23,U00286,1000091,15.31
2020-05-28,U00015,1000060,45.58
2020-10-13,U00320,1000081,71.91
2020-07-13,U00222,1000139,24.85
2020-03-16,U00071,1000048,57.21
2020-06-27,U00213,1000039,32.12
2020-11-05,U00068,1000002,11.74
2020-01-05,U00369,1000124,66.85
2020-03-03,U00070,1000164,80.76
2020-08-26,U00356,1000154,92.45
2020-10-06,U00232,1000130,44.87
2020-08-13,U00181,1000057,22.46
2020-10-01,U00295,1000127,84.6
2020-04-23,U00256,1000068,43.62
2020-09-19,U00187,1000008,96.95
2020-10-16,U00360,1000094,15.64
2020-08-23,U00040,1000036,73.64
2020-09-28,U00384,1000199,31.27
2020-09-03,U00267,1000156,13.31
2020-08-21,U00379,1000169,95.28
2020-02-22,U00324,1000138,80.02
2020-05-20,U00027,1000087,55.29
2020-01-16,U00232,1000131,90.17
2020-10-24,U00169,1000107,38.17
2020-05-10,U00085,1000009,70.33
2020-10-24,U00155,1000186,78.79
2020-05-02,U00322,1000121,59.35
2020-10-02,U00336,1000074,81.04
2020-10-01,U00146,1000124,12.76
2020-09-03,U00435,1000071,28.69
2020-10-09,U00140,1000065,6.34
2020-02-20,U00089,1000151,74.46
2020-11-15,U00189,1000044,29.56
2020-12-08,U00248,1000046,80.14
2020-01-11,U00043,1000037,60.98
2020-03-27,U00253,1000192,98.4
2020-07-08,U00338,1000112,73.24
2020-03-07,U00295,1000187,84.13
2020-01-21,U00135,1000193,82.04
2020-01-06,U00237,1000102,49.77
2020-08-24,U00485,1000192,91.71
2020-04-13,U00349,1000180,41.67
2020-05-05,U00271,1000111,6.12
2020-08-13,U00347,1000080,95.41
2020-11-02,U00049,1000136,64.92
2020-07-20,U00470,1000166,85.69
2020-06-09,U00136,1000025,29.0
2020-10-13,U00236,1000197,68.48
2020-04-24,U00344,1000150,77.43
2020-09-11,U00346,1000176,98.36
2020-06-18,U00005,1000172,5.8
2020-02-01,U00210,1000025,54.37
2020-11-15,U00179,1000056,73.17
2020-05-07,U00017,1000006,63.22
2020-01-20,U00336,1000055,94.35
2020-11-04,U00362,1000030,13.12
2020-10-05,U00192,1000168,76.8
2020-11-19,U00411,1000047,89.22
2020-12-06,U00129,1000075,48.89
2020-02-21,U00232,1000070,77.32
2020-12-22,U00394,1000197,35.4
2020-03-25,U00037,1000070,78.05
2020-07-13,U00170,1000015,29.27
2020-05-06,U00225,1000017,51.22
2020-04-20,U00201,1000045,65.68
2020-02-05,U00276,1000196,45.54
2020-10-21,U00054,1000113,72.25
2020-02-02,U00037,1000018,58.71
2020-05-25,U00228,1000004,89.27
2020-03-21,U00327,1000000,92.69
2020-11-13,U00136,1000038,70.81
2020-07-19,U00001,1000131,71.51
2020-08-16,U00223,1000103,84.34
2020-02-18,U00115,1000000,41.14
2020-12-27,U00399,1000123,16.39
2020-09-12,U00170,1000174,33.47
2020-01-21,U00490,1000165,13.52
2020-09-28,U00491,1000087,12.56
2020-08-25,U00392,1000074,65.89
2020-03-18,U00020,1000098,67.11
2020-05-23,U00199,1000027,64.28
2020-06-16,U00043,1000161,46.17
2020-04-05,U00018,1000049,7.38
2020-10-08,U00250,1000099,10.92
2020-09-21,U00157,1000127,55.19
2020-08-01,U00018,1000086,10.27
2020-12-02,U00207,1000030,24.9
2020-11-22,U00267,1000117,93.37
2020-09-05,U00379,1000148,26.9
2020-02-02,U00376,1000036,50.96
2020-01-16,U00464,1000158,9.31
2020-12-21,U00066,1000003,21.19
2020-01-10,U00420,1000024,47.88
2020-03-27,U00302,1000016,81.87
2020-02-04,U00254,1000152,80.12
2020-04-03,U00411,1000051,45.06
2020-12-22,U00205,1000083,16.36
2020-11-19,U00279,1000035,35.23
2020-04-25,U00023,1000151,21.3
2020-02-04,U00140,1000036,76.21
2020-03-23,U00189,1000141,20.51
2020-04-19,U00020,1000034,14.4
2020-11-20,U00192,1000199,19.83
2020-08-03,U00003,1000001,21.86
2020-02-23,U00333,1000151,88.37
2020-07-23,U00413,1000197,49.75
2020-03-07,U00073,1000163,30.47
2020-08-14,U00122,1000044,62.39
2020-01-20,U00092,1000183,51.99
2020-02-21,U00423,1000077,37.7
2020-01-18,U00120,1000049,16.05
2020-09-04,U00316,1000092,86.1
2020-09-17,U00112,1000118,77.41
2020-11-07,U00141,1000013,23.21
2020-03-22,U00432,1000121,51.77
2020-03-22,U00472,1000011,10.08
2020-06-10,U00107,1000111,28.63
2020-10-26,U00455,1000194,47.6
2020-02-24,U00026,1000137,21.53
2020-01-16,U00263,1000029,11.66
2020-04-24,U00227,1000151,59.5
2020-07-07,U00382,1000173,89.45
2020-04-25,U00056,1000083,26.41
2020-04-24,U00211,1000051,40.3
2020-04-03,U00241,1000149,50.53
2020-07-05,U00110,1000156,47.77
2020-07-12,U00069,1000117,72.66
2020-11-12,U00499,1000069,24.01
2020-03-02,U00354,1000145,10.61
2020-03-04,U00436,1000119,48.11
2020-03-25,U00175,1000056,88.32
2020-10-06,U00404,1000163,94.56
2020-03-19,U00496,1000141,85.37
2020-02-14,U00438,1000133,50.99
2020-04-19,U00242,1000118,31.24
2020-12-14,U00376,1000063,28.3
2020-07-19,U00113,1000151,93.95
2020-10-01,U00213,1000011,8.77
2020-08-24,U00393,1000129,8.16
2020-09-13,U00245,1000178,82.2
2020-08-16,U00123,1000021,57.5
2020-01-23,U00374,1000104,94.29
2020-03-12,U00151,1000061,65.88
2020-02-01,U00245,1000171,33.65
2020-12-15,U00439,1000146,75.24
2020-01-15,U00237,1000197,18.03
2020-12-13,U00094,1000094,63.92
2020-12-21,U00000,1000160,11.65
2020-12-11,U00271,1000008,32.88
2020-05-23,U00484,1000156,55.99
2020-04-26,U00350,1000020,63.32
2020-06-24,U00477,1000014,53.39
2020-11-12,U00454,1000013,15.43
2020-06-15,U00316,1000010,39.36
2020-03-21,U00286,1000180,11.3
2020-12-25,U00104,1000035,97.24
2020-04-18,U00058,1000166,49.98
2020-10-28,U00491,1000179,24.72
2020-12-25,U00115,1000082,38.15
2020-05-17,U00348,1000108,31.05
2020-02-12,U00176,1000115,50.71
2020-09-27,U00062,1000120,71.72
2020-11-27,U00272,1000074,47.49
2020-06-26,U00344,1000177,81.03
2020-02-07,U00456,1000117,13.21
2020-07-06,U00147,1000019,15.28
2020-05-04,U00356,1000037,51.65
2020-04-17,U00487,1000160,7.13
2020-07-22,U00277,1000033,49.55
2020-07-15,U00377,1000165,7.02
2020-04-03,U00011,1000059,83.49
2020-09-21,U00171,1000105,59.4
2020-11-21,U00402,1000083,50.7
2020-11-23,U00271,1000140,46.85
2020-05-19,U00067,1000078,21.14
2020-05-08,U00247,1000095,96.25
2020-01-05,U00180,1000072,47.86
2020-03-20,U00473,1000041,71.91
2020-05-06,U00498,1000044,83.9
2020-12-22,U00406,1000039,20.16
2020-02-02,U00162,1000147,16.89
2020-05-12,U00094,1000052,57.87
2020-01-22,U00162,1000088,18.91
2020-08-18,U00499,1000041,55.16
2020-02-01,U00207,1000127,77.24
2020-08-11,U00079,1000001,96.19
2020-09-17,U00169,1000165,71.31
2020-08-10,U00496,1000193,97.18
2020-10-22,U00075,1000144,73.48
2020-08-11,U00352,1000028,73.77
2020-01-05,U00347,1000141,15.99
2020-01-13,U00316,1000056,46.92
2020-02-11,U00028,1000155,65.28
2020-10-17,U00113,1000196,31.13
2020-01-03,U00275,1000114,68.64
2020-02-17,U00201,1000049,51.1
2020-10-20,U00261,1000014,90.39
2020-06-13,U00075,1000183,85.26
2020-06-13,U00190,1000003,31.76
2020-06-10,U00228,1000143,13.23
2020-12-15,U00379,1000106,80.55
2020-05-06,U00412,1000186,96.21
2020-07-24,U00458,1000106,18.12
2020-10-20,U00044,1000036,24.53
2020-08-28,U00268,1000085,11.21
2020-10-25,U00192,1000022,5.62
2020-11-09,U00212,1000044,57.25
2020-12-19,U00386,1000035,23.73
2020-07-10,U00283,1000125,8.97
2020-05-27,U00299,1000077,51.45
2020-12-15,U00114,1000006,79.37
2020-03-09,U00153,1000163,83.42
2020-08-04,U00334,1000170,88.91
2020-07-06,U00251,1000176,65.61
2020-01-04,U00391,1000070,51.35
2020-02-20,U00381,1000092,59.62
2020-10-14,U00444,1000066,64.03
2020-08-23,U00418,1000030,40.08
2020-12-19,U00008,1000066,20.31
2020-01-05,U00163,1000118,87.56
2020-03-12,U00083,1000013,30.63
2020-07-21,U00466,1000091,9.58
2020-05-17,U00327,1000019,53.3
2020-11-06,U00391,1000024,61.28
2020-03-18,U00165,1000080,82.72
2020-11-26,U00154,1000069,69.43
2020-12-12,U00049,1000136,59.52
2020-03-01,U00070,1000132,31.45
2020-08-14,U00174,1000041,14.63
2020-03-17,U00113,1000048,79.74
2020-09-20,U00353,1000134,84.53
2020-12-18,U00359,1000193,80.44
2020-07-15,U00469,1000019,15.96
2020-03-01,U00245,1000089,34.29
2020-06-05,U00418,1000113,88.63
2020-10-17,U00390,1000087,21.19
2020-05-01,U00381,1000030,25.9
2020-12-05,U00352,1000058,33.9
2020-04-05,U00040,1000108,69.94
2020-02-03,U00009,1000198,50.52
2020-07-02,U00100,1000027,8.08
2020-11-17,U00303,1000015,49.09
2020-05-02,U00033,1000077,67.75
2020-02-26,U00063,1000154,24.31
2020-04-06,U00343,1000089,7.75
2020-03-28,U00382,1000071,94.19
2020-06-12,U00082,1000128,78.4
2020-10-08,U00258,1000145,11.42
2020-10-25,U00007,1000135,25.4
2020-04-10,U00087,1000193,55.49
2020-12-04,U00473,1000054,91.52
2020-12-16,U00187,1000178,60.4
2020-08-22,U00490,1000027,22.0
2020-06-13,U00217,1000054,53.34
2020-07-04,U00389,1000080,16.62
2020-02-17,U00069,1000126,76.65
2020-12-10,U00285,1000184,8.82
2020-06-16,U00059,1000098,31.66
2020-10-24,U00159,1000175,96.76
2020-08-08,U00283,1000104,32.32
2020-07-07,U00438,1000017,89.11
2020-08-22,U00188,1000045,6.2
2020-11-16,U00344,1000026,42.26
2020-09-22,U00346,1000021,16.21
2020-07-13,U00355,1000151,96.89
2020-12-06,U00033,1000093,96.67
2020-06-07,U00304,1000103,16.54
2020-07-24,U00255,1000071,76.89
2020-10-19,U00139,1000193,79.21
2020-11-13,U00182,1000121,67.67
2020-07-16,U00261,1000071,18.85
2020-08-04,U00062,1000064,51.0
2020-04-21,U00482,1000034,7.79
2020-12-02,U00425,1000017,51.82
2020-01-06,U00195,1000154,68.85
2020-03-10,U00318,1000159,14.06
2020-02-22,U00384,1000133,77.15
2020-08-07,U00150,1000169,51.8
2020-09-09,U00277,1000087,81.09
2020-09-18,U00009,1000195,7.97
2020-07-04,U00196,1000115,34.57
2020-07-15,U00235,1000009,8.09
2020-09-22,U00440,1000199,33.49
2020-12-06,U00251,1000110,17.64
2020-12-13,U00249,1000195,15.28
2020-11-16,U00337,1000141,69.43
2020-10-16,U00243,1000143,85.31
2020-09-02,U00200,1000067,51.5
2020-07-20,U00346,1000090,77.05
2020-05-11,U00031,1000007,60.5
2020-03-27,U00187,1000089,81.1
2020-10-01,U00391,1000160,37.08
2020-02-14,U00176,1000091,43.72
2020-01-22,U00125,1000063,27.05
2020-05-19,U00043,1000176,11.16
2020-05-04,U00172,1000043,6.85
2020-06-02,U00235,1000168,86.16
2020-10-17,U00461,1000107,30.06
2020-12-16,U00301,1000005,97.66
2020-07-19,U00199,1000082,58.82
2020-08-04,U00353,1000172,24.36
2020-08-17,U00415,1000195,67.73
2020-03-20,U00153,1000093,96.13
2020-04-16,U00325,1000019,84.0
2020-09-07,U00147,1000067,9.47
2020-10-13,U00411,1000057,63.71
2020-02-23,U00432,1000148,13.9
2020-06-09,U00034,1000145,80.31
2020-08-14,U00107,1000088,79.79
2020-11-27,U00154,1000129,80.59
2020-07-22,U00276,1000080,23.81
2020-07-09,U00319,1000131,47.6
2020-09-06,U00451,1000004,64.02
2020-09-28,U00095,1000147,51.93
2020-11-27,U00380,1000119,30.19
2020-11-18,U00414,1000157,85.16
2020-07-19,U00372,1000160,10.63
2020-04-12,U00236,1000037,27.6
2020-12-22,U00391,1000076,84.35
2020-07-11,U00440,1000016,64.59
2020-07-09,U00421,1000073,65.73
2020-05-22,U00307,1000060,43.15
2020-02-05,U00098,1000007,28.09
2020-05-15,U00248,1000143,98.18
